"","county","state","poverty","income"
"733","Howard County","IN",11.5,59309
"734","Huntington County","IN",9.1,59252
"735","Jackson County","IN",10.3,62415
"736","Jasper County","IN",8.3,70662
"737","Jay County","IN",13.9,42504
"738","Jefferson County","IN",12.7,55588
"739","Jennings County","IN",10.8,60526
"740","Johnson County","IN",6.7,76868
"741","Knox County","IN",15.9,44842
"742","Kosciusko County","IN",8.2,62269
"743","Lagrange County","IN",8.8,72513
"744","Lake County","IN",15.8,59158
"745","La Porte County","IN",12.1,63999
"746","Lawrence County","IN",11.8,63904
"747","Madison County","IN",12.1,51718
"748","Marion County","IN",14.4,56185
"749","Marshall County","IN",9.3,57657
"750","Martin County","IN",11.2,46486
"751","Miami County","IN",13.1,54439
"752","Monroe County","IN",18.2,61808
"753","Montgomery County","IN",10.8,58867
"754","Morgan County","IN",8.5,67004
"755","Newton County","IN",10.5,59246
"756","Noble County","IN",9.9,62173
"757","Ohio County","IN",9.8,63210
"758","Orange County","IN",13,52029
"759","Owen County","IN",11.7,53893
"760","Parke County","IN",14.3,54125
"761","Perry County","IN",12.3,44011
"762","Pike County","IN",9.7,58220
"763","Porter County","IN",8.6,78732
"764","Posey County","IN",9.3,63801
"765","Pulaski County","IN",11.2,52609
"766","Putnam County","IN",11.3,66613
"767","Randolph County","IN",12.4,67178
"768","Ripley County","IN",9.5,58849
"769","Rush County","IN",9.7,67318
"770","St. Joseph County","IN",12.7,60070
"771","Scott County","IN",13.9,59286
"772","Shelby County","IN",9.4,59252
"773","Spencer County","IN",7.9,66667
"774","Starke County","IN",14.2,51996
"775","Steuben County","IN",9.6,62273
"776","Sullivan County","IN",15.5,45227
"777","Switzerland County","IN",14,55618
"778","Tippecanoe County","IN",16.1,52806
"779","Tipton County","IN",7.3,76368
"780","Union County","IN",10,59098
"781","Vanderburgh County","IN",14.6,49482
"782","Vermillion County","IN",11.9,52433
"783","Vigo County","IN",20.7,45897
"784","Wabash County","IN",10.6,55750
"785","Warren County","IN",8.1,68135
"786","Warrick County","IN",6.4,82453
"787","Washington County","IN",13.4,49494
"788","Wayne County","IN",15.1,49798
"789","Wells County","IN",8.2,66597
"790","White County","IN",9,57787
"791","Whitley County","IN",7.2,61841
"792","Adair County","IA",10.8,55265
"793","Adams County","IA",10.8,56291
"794","Allamakee County","IA",10.9,55320
"795","Appanoose County","IA",14.6,49737
"796","Audubon County","IA",9.6,56338
"797","Benton County","IA",7.5,72308
"798","Black Hawk County","IA",12.2,56091
"799","Boone County","IA",6.9,70656
"800","Bremer County","IA",5.6,74596
"801","Buchanan County","IA",8.3,66852
"802","Buena Vista County","IA",9.1,61189
"803","Butler County","IA",8.4,54822
"804","Calhoun County","IA",10,62000
"805","Carroll County","IA",7,61701
"806","Cass County","IA",10.8,55301
"807","Cedar County","IA",7.3,68592
"808","Cerro Gordo County","IA",10.6,57659
"809","Cherokee County","IA",9,61360
"810","Chickasaw County","IA",8.3,63869
"811","Clarke County","IA",11.1,69923
"812","Clay County","IA",8.1,59940
"813","Clayton County","IA",10.4,56256
"814","Clinton County","IA",12.5,56017
"815","Crawford County","IA",12.5,56707
"816","Dallas County","IA",4.4,92025
"817","Davis County","IA",11.7,57225
"818","Decatur County","IA",16.9,46373
"819","Delaware County","IA",8.4,66364
"820","Des Moines County","IA",13,55153
"821","Dickinson County","IA",6.7,67477
"822","Dubuque County","IA",8.9,65986
"823","Emmet County","IA",10.2,57652
"824","Fayette County","IA",11.8,53254
"825","Floyd County","IA",9.3,60790
"826","Franklin County","IA",10.5,59596
"827","Fremont County","IA",9.1,62234
"828","Greene County","IA",10.7,54857
"829","Grundy County","IA",5.5,71837
"830","Guthrie County","IA",8.5,65344
"831","Hamilton County","IA",8.1,61650
"832","Hancock County","IA",8.1,58053
"833","Hardin County","IA",9.6,58502
"834","Harrison County","IA",8.3,63118
"835","Henry County","IA",10.8,56260
"836","Howard County","IA",10.5,60034
"837","Humboldt County","IA",8.8,62071
"838","Ida County","IA",10.3,56096
"839","Iowa County","IA",6.4,67820
"840","Jackson County","IA",11.4,61538
"841","Jasper County","IA",8.5,63458
"842","Jefferson County","IA",14.8,52830
"843","Johnson County","IA",14.1,68790
"844","Jones County","IA",9.9,61736
"845","Keokuk County","IA",13.7,54790
"846","Kossuth County","IA",10,65006
"847","Lee County","IA",11.5,58619
"848","Linn County","IA",8.1,69559
"849","Louisa County","IA",9.1,72404
"850","Lucas County","IA",13.5,48662
"851","Lyon County","IA",6.3,67280
"852","Madison County","IA",7.5,75563
"853","Mahaska County","IA",10.2,59704
"854","Marion County","IA",8,64327
"855","Marshall County","IA",10.1,64341
"856","Mills County","IA",8.3,76010
"857","Mitchell County","IA",8.9,67127
"858","Monona County","IA",11,58079
"859","Monroe County","IA",11.4,58297
"860","Montgomery County","IA",11.6,54767
"861","Muscatine County","IA",10.2,62877
"862","O'Brien County","IA",8.4,63559
"863","Osceola County","IA",7.9,63695
"864","Page County","IA",13.2,52739
"865","Palo Alto County","IA",9.5,63164
"866","Plymouth County","IA",6,72261
"867","Pocahontas County","IA",10.2,56360
"868","Polk County","IA",11.5,67821
"869","Pottawattamie County","IA",9.2,61607
"870","Poweshiek County","IA",11.6,60023
"871","Ringgold County","IA",13.3,53466
"872","Sac County","IA",10.5,54107
"873","Scott County","IA",12.1,67038
"874","Shelby County","IA",8.3,54234
"875","Sioux County","IA",6.5,74868
"876","Story County","IA",12.4,61341
"877","Tama County","IA",10.8,58329
"878","Taylor County","IA",10.5,70519
"879","Union County","IA",12.1,48862
"880","Van Buren County","IA",14.4,51908
"881","Wapello County","IA",15.5,49060
"882","Warren County","IA",4.9,82206
"883","Washington County","IA",7.1,65061
"884","Wayne County","IA",13,52016
"885","Webster County","IA",12.4,58355
"886","Winnebago County","IA",9.3,52706
"887","Winneshiek County","IA",9.2,61813
"888","Woodbury County","IA",11.3,60553
"889","Worth County","IA",8.5,54474
"890","Wright County","IA",10.7,57133
"891","Allen County","KS",14.5,48616
"892","Anderson County","KS",12.7,53936
"893","Atchison County","KS",13.1,56691
"894","Barber County","KS",12,52749
"895","Barton County","KS",12.7,51149
"896","Bourbon County","KS",14.5,49821
"897","Brown County","KS",13,49483
"898","Butler County","KS",8.7,71827
"899","Chase County","KS",10.1,57338
"900","Chautauqua County","KS",18.3,43155
"901","Cherokee County","KS",14.3,48336
"902","Cheyenne County","KS",11.8,50623
"903","Clark County","KS",11,58365
"904","Clay County","KS",9.8,53119
"905","Cloud County","KS",12.1,55001
"906","Coffey County","KS",9.6,59142
"907","Comanche County","KS",11.2,49314
"908","Cowley County","KS",14,51398
"909","Crawford County","KS",16.6,46714
"910","Decatur County","KS",12.4,48189
"911","Dickinson County","KS",9.8,56755
"912","Doniphan County","KS",12.9,57012
"913","Douglas County","KS",11.8,65149
"914","Edwards County","KS",10.8,51756
"915","Elk County","KS",15.1,45974
"916","Ellis County","KS",16,55505
"917","Ellsworth County","KS",10.6,53443
"918","Finney County","KS",12.2,65023
"919","Ford County","KS",10.3,54442
"920","Franklin County","KS",8.9,60899
"921","Geary County","KS",12.5,50102
"922","Gove County","KS",10.1,57676
"923","Graham County","KS",12.5,47104
"924","Grant County","KS",10.1,67764
"925","Gray County","KS",7,72095
"926","Greeley County","KS",10,66089
"927","Greenwood County","KS",12.7,50399
"928","Hamilton County","KS",10.4,61342
"929","Harper County","KS",13.2,48275
"930","Harvey County","KS",9.3,63861
"931","Haskell County","KS",10.2,66053
"932","Hodgeman County","KS",9.1,60414
"933","Jackson County","KS",9.3,57871
"934","Jefferson County","KS",7.2,63712
"935","Jewell County","KS",13,46688
"936","Johnson County","KS",4.6,91799
"937","Kearny County","KS",9.4,66713
"938","Kingman County","KS",9.8,58678
"939","Kiowa County","KS",12.3,56664
"940","Labette County","KS",14,50222
"941","Lane County","KS",9.6,60530
"942","Leavenworth County","KS",8.5,76429
"943","Lincoln County","KS",12.7,50231
"944","Linn County","KS",12.5,55006
"945","Logan County","KS",9.1,56833
"946","Lyon County","KS",12.6,56290
"947","McPherson County","KS",7.7,68904
"948","Marion County","KS",10.1,53709
"949","Marshall County","KS",8.7,56429
"950","Meade County","KS",9.3,52590
"951","Miami County","KS",7.6,78717
"952","Mitchell County","KS",10,53745
"953","Montgomery County","KS",17.8,44071
"954","Morris County","KS",10.5,53793
"955","Morton County","KS",12.1,56878
"956","Nemaha County","KS",8.3,62744
"957","Neosho County","KS",13.8,56085
"958","Ness County","KS",9.6,55311
"959","Norton County","KS",12.9,47512
"960","Osage County","KS",10.1,55287
"961","Osborne County","KS",11.7,47811
"962","Ottawa County","KS",10,60560
"963","Pawnee County","KS",14.9,53821
"964","Phillips County","KS",10.9,56047
"965","Pottawatomie County","KS",6.9,75476
"966","Pratt County","KS",9.6,62958
"967","Rawlins County","KS",11.1,54417
"968","Reno County","KS",10.6,57611
"969","Republic County","KS",9.9,52537
"970","Rice County","KS",10.3,59659
"971","Riley County","KS",19.2,56333
"972","Rooks County","KS",9.6,51376
"973","Rush County","KS",11.2,50673
"974","Russell County","KS",12.9,56536
"975","Saline County","KS",9.8,56928
"976","Scott County","KS",7.3,68514
"977","Sedgwick County","KS",13.4,59789
"978","Seward County","KS",11.5,54330
"979","Shawnee County","KS",10.5,56191
"980","Sheridan County","KS",10.5,58186
"981","Sherman County","KS",13,52718
"982","Smith County","KS",10.3,49114
"983","Stafford County","KS",11,55004
"984","Stanton County","KS",10.2,68439
"985","Stevens County","KS",9.7,66592
"986","Sumner County","KS",11.3,56609
"987","Thomas County","KS",9.1,65158
"988","Trego County","KS",10.4,60246
"989","Wabaunsee County","KS",8.5,64886
"990","Wallace County","KS",12.5,57386
"991","Washington County","KS",9.9,51751
"992","Wichita County","KS",10.6,61326
"993","Wilson County","KS",14.3,50472
"994","Woodson County","KS",14,45357
"995","Wyandotte County","KS",16.9,52223
"996","Adair County","KY",22.1,42429
"997","Allen County","KY",15.3,49980
"998","Anderson County","KY",10,65443
"999","Ballard County","KY",14.2,48623
"1000","Barren County","KY",17.3,45298
"1001","Bath County","KY",22.5,41778
"1002","Bell County","KY",29.8,30202
"1003","Boone County","KY",6.5,82393
"1004","Bourbon County","KY",14.1,52368
"1005","Boyd County","KY",15.8,54694
"1006","Boyle County","KY",14,53374
"1007","Bracken County","KY",13.2,55112
"1008","Breathitt County","KY",27.9,33852
"1009","Breckinridge County","KY",17.1,50292
"1010","Bullitt County","KY",8.7,71835
"1011","Butler County","KY",17.1,44933
"1012","Caldwell County","KY",15.3,47670
"1013","Calloway County","KY",15.6,47438
"1014","Campbell County","KY",10.6,64151
"1015","Carlisle County","KY",14.4,46935
"1016","Carroll County","KY",16.2,52640
"1017","Carter County","KY",18.5,44720
"1018","Casey County","KY",22.7,35069
"1019","Christian County","KY",16.9,46950
"1020","Clark County","KY",14.4,58340
"1021","Clay County","KY",37.3,26866
"1022","Clinton County","KY",21.5,37428
"1023","Crittenden County","KY",16.8,46844
"1024","Cumberland County","KY",21,38275
"1025","Daviess County","KY",13.4,54948
"1026","Edmonson County","KY",15.8,44459
"1027","Elliott County","KY",28.8,35030
"1028","Estill County","KY",20.6,39719
"1029","Fayette County","KY",14.6,60215
"1030","Fleming County","KY",14.6,44691
"1031","Floyd County","KY",28.3,35087
"1032","Franklin County","KY",12.8,59911
"1033","Fulton County","KY",25.2,36421
"1034","Gallatin County","KY",13.3,55650
"1035","Garrard County","KY",14,54951
"1036","Grant County","KY",12.8,56274
"1037","Graves County","KY",18.2,44475
"1038","Grayson County","KY",20.5,42297
"1039","Green County","KY",20.1,41322
"1040","Greenup County","KY",13,55777
"1041","Hancock County","KY",14.4,57111
"1042","Hardin County","KY",11.2,56557
"1043","Harlan County","KY",28,30745
"1044","Harrison County","KY",13.5,55934
"1045","Hart County","KY",22.1,41608
"1046","Henderson County","KY",13.4,54701
"1047","Henry County","KY",14.2,53170
"1048","Hickman County","KY",20.9,46553
"1049","Hopkins County","KY",18.1,47631
"1050","Jackson County","KY",24,35889
"1051","Jefferson County","KY",11.4,62067
"1052","Jessamine County","KY",10.5,67610
"1053","Johnson County","KY",22.5,40455
"1054","Kenton County","KY",11,66015
"1055","Knott County","KY",27.7,33253
"1056","Knox County","KY",27.8,31568
"1057","Larue County","KY",14.7,50980
"1058","Laurel County","KY",17.9,50743
"1059","Lawrence County","KY",22.3,38213
"1060","Lee County","KY",32.1,30575
"1061","Leslie County","KY",25.8,39098
"1062","Letcher County","KY",24.4,36259
"1063","Lewis County","KY",22.2,39288
"1064","Lincoln County","KY",18.4,43748
"1065","Livingston County","KY",14,52994
"1066","Logan County","KY",15.1,51905
"1067","Lyon County","KY",14.4,51970
"1068","McCracken County","KY",15.5,50650
"1069","McCreary County","KY",36.2,31453
"1070","McLean County","KY",13.6,48088
"1071","Madison County","KY",15.5,55336
"1072","Magoffin County","KY",30.9,32389
"1073","Marion County","KY",15.7,57062
"1074","Marshall County","KY",10.3,56286
"1075","Martin County","KY",31.9,30320
"1076","Mason County","KY",15.7,49216
"1077","Meade County","KY",11.6,56845
"1078","Menifee County","KY",22.7,40773
"1079","Mercer County","KY",13.1,53743
"1080","Metcalfe County","KY",21.4,39993
"1081","Monroe County","KY",22.5,38449
"1082","Montgomery County","KY",15.7,51234
"1083","Morgan County","KY",24.5,38274
"1084","Muhlenberg County","KY",16.9,45599
"1085","Nelson County","KY",9.2,68264
"1086","Nicholas County","KY",16.8,48290
"1087","Ohio County","KY",15,48621
"1088","Oldham County","KY",5,105897
"1089","Owen County","KY",15.1,45177
"1090","Owsley County","KY",30.6,25997
"1091","Pendleton County","KY",13.6,60824
"1092","Perry County","KY",22,35555
"1093","Pike County","KY",23.7,38917
"1094","Powell County","KY",20.5,40215
"1095","Pulaski County","KY",19.1,44717
"1096","Robertson County","KY",17.9,49529
"1097","Rockcastle County","KY",22.4,42205
"1098","Rowan County","KY",24.4,46535
"1099","Russell County","KY",18.1,41088
"1100","Scott County","KY",8,70526
"1101","Shelby County","KY",8.4,75600
"1102","Simpson County","KY",12,56107
"1103","Spencer County","KY",6.8,83583
"1104","Taylor County","KY",15.9,48384
"1105","Todd County","KY",17.3,50393
"1106","Trigg County","KY",16.7,50258
"1107","Trimble County","KY",12.2,64971
"1108","Union County","KY",17.5,53064
"1109","Warren County","KY",18.7,56552
"1110","Washington County","KY",14.2,51897
"1111","Wayne County","KY",23.6,36628
"1112","Webster County","KY",15.6,52901
"1113","Whitley County","KY",21.7,34559
"1114","Wolfe County","KY",29.7,33757
"1115","Woodford County","KY",9.1,69544
"1116","Acadia Parish","LA",20.7,45183
"1117","Allen Parish","LA",21.1,49671
"1118","Ascension Parish","LA",9.6,88680
"1119","Assumption Parish","LA",15.8,52046
"1120","Avoyelles Parish","LA",21.6,40448
"1121","Beauregard Parish","LA",14.5,53708
"1122","Bienville Parish","LA",22.8,39695
"1123","Bossier Parish","LA",17.8,53225
"1124","Caddo Parish","LA",20.9,43216
"1125","Calcasieu Parish","LA",16.6,57252
"1126","Caldwell Parish","LA",21.4,42490
"1127","Cameron Parish","LA",13.1,60887
"1128","Catahoula Parish","LA",28.4,39222
"1129","Claiborne Parish","LA",31.9,37407
"1130","Concordia Parish","LA",28.6,37546
"1131","De Soto Parish","LA",19.8,43733
"1132","East Baton Rouge Parish","LA",16.4,57099
"1133","East Carroll Parish","LA",37.6,32813
"1134","East Feliciana Parish","LA",19.9,52158
"1135","Evangeline Parish","LA",24.5,38415
"1136","Franklin Parish","LA",24.1,42706
"1137","Grant Parish","LA",18.2,56380
"1138","Iberia Parish","LA",22.5,50449
"1139","Iberville Parish","LA",23.7,36990
"1140","Jackson Parish","LA",20.9,41940
"1141","Jefferson Parish","LA",16.1,58586
"1142","Jefferson Davis Parish","LA",17.6,47924
"1143","Lafayette Parish","LA",16.2,59362
"1144","Lafourche Parish","LA",14.5,56743
"1145","La Salle Parish","LA",17.3,48306
"1146","Lincoln Parish","LA",21.7,44728
"1147","Livingston Parish","LA",11.7,61680
"1148","Madison Parish","LA",33.6,33841
"1149","Morehouse Parish","LA",23.3,36290
"1150","Natchitoches Parish","LA",21.7,44720
"1151","Orleans Parish","LA",21.1,51704
"1152","Ouachita Parish","LA",23.7,45251
"1153","Plaquemines Parish","LA",16.6,55861
"1154","Pointe Coupee Parish","LA",17.3,49583
"1155","Rapides Parish","LA",18.7,45130
"1156","Red River Parish","LA",23.7,42135
"1157","Richland Parish","LA",22.5,43794
"1158","Sabine Parish","LA",22.1,38833
"1159","St. Bernard Parish","LA",21.3,50790
"1160","St. Charles Parish","LA",11.3,69889
"1161","St. Helena Parish","LA",22.7,40709
"1162","St. James Parish","LA",13,58309
"1163","St. John the Baptist Parish","LA",16.9,56697
"1164","St. Landry Parish","LA",22.6,39153
"1165","St. Martin Parish","LA",17,48524
"1166","St. Mary Parish","LA",19.8,47236
"1167","St. Tammany Parish","LA",10,67462
"1168","Tangipahoa Parish","LA",20.1,47272
"1169","Tensas Parish","LA",30.8,33294
"1170","Terrebonne Parish","LA",15.7,55402
"1171","Union Parish","LA",26.7,42342
"1172","Vermilion Parish","LA",15.4,52709
"1173","Vernon Parish","LA",16.1,55124
"1174","Washington Parish","LA",22.5,38604
"1175","Webster Parish","LA",19.7,41747
"1176","West Baton Rouge Parish","LA",14.6,62919
"1177","West Carroll Parish","LA",20.8,38513
"1178","West Feliciana Parish","LA",21.9,58499
"1179","Winn Parish","LA",22.6,42991
"1180","Androscoggin County","ME",11.7,57723
"1181","Aroostook County","ME",15.3,45523
"1182","Cumberland County","ME",8.6,75455
"1183","Franklin County","ME",12.9,49317
"1184","Hancock County","ME",10.3,58466
"1185","Kennebec County","ME",11.2,53876
"1186","Knox County","ME",10.2,66058
"1187","Lincoln County","ME",8.8,64825
"1188","Oxford County","ME",13,47611
"1189","Penobscot County","ME",12.1,52079
"1190","Piscataquis County","ME",14.6,48769
"1191","Sagadahoc County","ME",9.2,68433
"1192","Somerset County","ME",14.5,43694
"1193","Waldo County","ME",11.6,56085
"1194","Washington County","ME",12,48582
"1195","York County","ME",8.1,67965
"1196","Allegany County","MD",14.7,53023
"1197","Anne Arundel County","MD",5.2,105979
"1198","Baltimore County","MD",8.9,79974
"1199","Calvert County","MD",5.3,111665
"1200","Caroline County","MD",12.4,60617
"1201","Carroll County","MD",5.2,104817
"1202","Cecil County","MD",8.8,84248
"1203","Charles County","MD",7.4,102681
"1204","Dorchester County","MD",14.9,54846
"1205","Frederick County","MD",6.2,99254
"1206","Garrett County","MD",12.8,56929
"1207","Harford County","MD",6.2,102537
"1208","Howard County","MD",5.5,124042
"1209","Kent County","MD",12,64437
"1210","Montgomery County","MD",6.7,115394
"1211","Prince George's County","MD",9.5,85246
"1212","Queen Anne's County","MD",6.9,93427
"1213","St. Mary's County","MD",7.3,105197
"1214","Somerset County","MD",22.2,51787
"1215","Talbot County","MD",9.6,69311
"1216","Washington County","MD",12.3,63237
"1217","Wicomico County","MD",14.2,59387
"1218","Worcester County","MD",11.7,62481
"1219","Baltimore city","MD",20,51485
"1220","Barnstable County","MA",7.7,76287
"1221","Berkshire County","MA",10,65458
"1222","Bristol County","MA",10.1,71998
"1223","Dukes County","MA",7.5,80459
"1224","Essex County","MA",9,88269
"1225","Franklin County","MA",10.7,62920
"1226","Hampden County","MA",14.3,61600
"1227","Hampshire County","MA",9.3,73864
"1228","Middlesex County","MA",7.1,111158
"1229","Nantucket County","MA",5.3,95713
"1230","Norfolk County","MA",5.9,106348
"1231","Plymouth County","MA",7.2,88420
"1232","Suffolk County","MA",16.5,85221
"1233","Worcester County","MA",9.5,77931
"1234","Alcona County","MI",14,45573
"1235","Alger County","MI",12.1,51126
"1236","Allegan County","MI",7.3,63732
"1237","Alpena County","MI",15.6,40442
"1238","Antrim County","MI",11.3,58738
"1239","Arenac County","MI",12.8,50286
"1240","Baraga County","MI",12.7,48846
"1241","Barry County","MI",7.6,68693
"1242","Bay County","MI",12.7,55860
"1243","Benzie County","MI",9.5,64526
"1244","Berrien County","MI",15.1,56346
"1245","Branch County","MI",14.1,51757
"1246","Calhoun County","MI",15.1,52310
"1247","Cass County","MI",11.1,61180
"1248","Charlevoix County","MI",8.7,66728
"1249","Cheboygan County","MI",12.7,50788
"1250","Chippewa County","MI",13.9,52579
"1251","Clare County","MI",18,43726
"1252","Clinton County","MI",7.9,76367
"1253","Crawford County","MI",13.6,49625
"1254","Delta County","MI",11.3,49414
"1255","Dickinson County","MI",9.7,59408
"1256","Eaton County","MI",7.8,67658
"1257","Emmet County","MI",8.7,60401
"1258","Genesee County","MI",18.3,48721
"1259","Gladwin County","MI",16.6,48694
"1260","Gogebic County","MI",12.5,48975
"1261","Grand Traverse County","MI",8.7,67290
"1262","Gratiot County","MI",13.7,54161
"1263","Hillsdale County","MI",12.6,54974
"1264","Houghton County","MI",15,47399
"1265","Huron County","MI",11.6,53616
"1266","Ingham County","MI",13.8,62711
"1267","Ionia County","MI",9.6,58371
"1268","Iosco County","MI",13.8,43450
"1269","Iron County","MI",14.2,45098
"1270","Isabella County","MI",17.4,53607
"1271","Jackson County","MI",12.6,57267
"1272","Kalamazoo County","MI",12,63279
"1273","Kalkaska County","MI",12,52903
"1274","Kent County","MI",11.1,65012
"1275","Keweenaw County","MI",11.2,49890
"1276","Lake County","MI",19.2,39971
"1277","Lapeer County","MI",8.2,68959
"1278","Leelanau County","MI",7.4,77687
"1279","Lenawee County","MI",9.5,58849
"1280","Livingston County","MI",5.3,87686
"1281","Luce County","MI",19.1,48764
"1282","Mackinac County","MI",12.5,48480
"1283","Macomb County","MI",9.2,64870
"1284","Manistee County","MI",12.4,53488
"1285","Marquette County","MI",13.6,52793
"1286","Mason County","MI",12.3,52571
"1287","Mecosta County","MI",13.6,52949
"1288","Menominee County","MI",11.4,53031
"1289","Midland County","MI",10.1,65249
"1290","Missaukee County","MI",12.6,51030
"1291","Monroe County","MI",9.7,69182
"1292","Montcalm County","MI",13.1,52589
"1293","Montmorency County","MI",15.5,43350
"1294","Muskegon County","MI",12.3,58445
"1295","Newaygo County","MI",12.3,51122
"1296","Oakland County","MI",7.8,82849
"1297","Oceana County","MI",13.3,52388
"1298","Ogemaw County","MI",15.1,46144
"1299","Ontonagon County","MI",14.7,43309
"1300","Osceola County","MI",14.2,51474
"1301","Oscoda County","MI",15.5,43683
"1302","Otsego County","MI",9.3,61330
"1303","Ottawa County","MI",6.7,77465
"1304","Presque Isle County","MI",13.1,49713
"1305","Roscommon County","MI",15.8,43551
"1306","Saginaw County","MI",15.9,51893
"1307","St. Clair County","MI",12.4,59138
"1308","St. Joseph County","MI",13,54896
"1309","Sanilac County","MI",15.3,51171
"1310","Schoolcraft County","MI",11.9,49684
"1311","Shiawassee County","MI",11.6,59733
"1312","Tuscola County","MI",11.4,51940
"1313","Van Buren County","MI",14.1,56526
"1314","Washtenaw County","MI",12,77019
"1315","Wayne County","MI",20,51777
"1316","Wexford County","MI",11.4,56550
"1317","Aitkin County","MN",11.1,49822
"1318","Anoka County","MN",7.1,84779
"1319","Becker County","MN",11.4,60159
"1320","Beltrami County","MN",12.1,58138
"1321","Benton County","MN",6.9,70143
"1322","Big Stone County","MN",10.9,54796
"1323","Blue Earth County","MN",11,67193
"1324","Brown County","MN",6.8,61978
"1325","Carlton County","MN",8.7,67695
"1326","Carver County","MN",3.5,107932
"1327","Cass County","MN",12.6,52271
"1328","Chippewa County","MN",9.3,63406
"1329","Chisago County","MN",6.3,85178
"1330","Clay County","MN",8.8,74266
"1331","Clearwater County","MN",12.8,51147
"1332","Cook County","MN",8.7,58561
"1333","Cottonwood County","MN",11.2,53525
"1334","Crow Wing County","MN",8.5,58213
"1335","Dakota County","MN",4.8,90562
"1336","Dodge County","MN",5.9,77340
"1337","Douglas County","MN",7.4,69848
"1338","Faribault County","MN",10.3,55599
"1339","Fillmore County","MN",8.2,66204
"1340","Freeborn County","MN",10,62233
"1341","Goodhue County","MN",7.2,73474
"1342","Grant County","MN",9.3,66740
"1343","Hennepin County","MN",9.3,81772
"1344","Houston County","MN",6.4,61117
"1345","Hubbard County","MN",9.1,62750
"1346","Isanti County","MN",6.7,73401
"1347","Itasca County","MN",10.5,59365
"1348","Jackson County","MN",7.6,62766
"1349","Kanabec County","MN",9.1,62422
"1350","Kandiyohi County","MN",8.2,65344
"1351","Kittson County","MN",10.3,51016
"1352","Koochiching County","MN",11.6,56870
"1353","Lac qui Parle County","MN",8.6,65446
"1354","Lake County","MN",8,63741
"1355","Lake of the Woods County","MN",8.8,57302
"1356","Le Sueur County","MN",6.7,78559
"1357","Lincoln County","MN",8.7,57252
"1358","Lyon County","MN",8.8,63255
"1359","McLeod County","MN",5.8,76095
"1360","Mahnomen County","MN",15.3,48951
"1361","Marshall County","MN",7.9,62240
"1362","Martin County","MN",9.9,58578
"1363","Meeker County","MN",6.2,66861
"1364","Mille Lacs County","MN",9.2,55547
"1365","Morrison County","MN",9.8,62618
"1366","Mower County","MN",8.7,61565
"1367","Murray County","MN",7.6,63414
"1368","Nicollet County","MN",7.2,75827
"1369","Nobles County","MN",9.4,63011
"1370","Norman County","MN",10.5,50573
"1371","Olmsted County","MN",6.4,82683
"1372","Otter Tail County","MN",7.8,67329
"1373","Pennington County","MN",8.2,64240
"1374","Pine County","MN",10.2,58733
"1375","Pipestone County","MN",9.2,58662
"1376","Polk County","MN",10.6,60068
"1377","Pope County","MN",7.9,64306
"1378","Ramsey County","MN",12.6,66123
"1379","Red Lake County","MN",8.3,68683
"1380","Redwood County","MN",8.6,61316
"1381","Renville County","MN",8.6,56296
"1382","Rice County","MN",8.4,74301
"1383","Rock County","MN",8.2,64588
"1384","Roseau County","MN",7.3,61775
"1385","St. Louis County","MN",10.1,57972
"1386","Scott County","MN",4.3,99924
"1387","Sherburne County","MN",4.4,92673
"1388","Sibley County","MN",7.9,61225
"1389","Stearns County","MN",10.6,66317
"1390","Steele County","MN",7.3,70532
"1391","Stevens County","MN",9.1,68234
"1392","Swift County","MN",9.5,59165
"1393","Todd County","MN",12.2,52842
"1394","Traverse County","MN",11.6,56085
"1395","Wabasha County","MN",6.1,74348
"1396","Wadena County","MN",11.2,46968
"1397","Waseca County","MN",7.6,66523
"1398","Washington County","MN",4.4,101409
"1399","Watonwan County","MN",9.7,60656
"1400","Wilkin County","MN",8.3,65769
"1401","Winona County","MN",11,65302
"1402","Wright County","MN",4.6,85855
"1403","Yellow Medicine County","MN",8.6,62290
"1404","Adams County","MS",27.2,36519
"1405","Alcorn County","MS",17,46368
"1406","Amite County","MS",21.7,42649
"1407","Attala County","MS",18.8,40985
"1408","Benton County","MS",19.8,38972
"1409","Bolivar County","MS",28.1,36034
"1410","Calhoun County","MS",17.1,42107
"1411","Carroll County","MS",15.6,46814
"1412","Chickasaw County","MS",24.8,40471
"1413","Choctaw County","MS",18.7,43449
"1414","Claiborne County","MS",34.1,34551
"1415","Clarke County","MS",19.2,38314
"1416","Clay County","MS",21.5,36536
"1417","Coahoma County","MS",39.6,30047
"1418","Copiah County","MS",22.5,41476
"1419","Covington County","MS",20.3,42221
"1420","DeSoto County","MS",9.5,66532
"1421","Forrest County","MS",24.9,42082
"1422","Franklin County","MS",21.4,41548
"1423","George County","MS",17.8,49995
"1424","Greene County","MS",21.4,46493
"1425","Grenada County","MS",21.4,42577
"1426","Hancock County","MS",15.6,55710
"1427","Harrison County","MS",16.8,47505
"1428","Hinds County","MS",25.9,44671
"1429","Holmes County","MS",34.5,30003
"1430","Humphreys County","MS",33.3,30474
"1431","Issaquena County","MS",43.3,32675
"1432","Itawamba County","MS",13.9,48097
"1433","Jackson County","MS",13.4,55831
"1434","Jasper County","MS",19.3,42806
"1435","Jefferson County","MS",30.8,32683
"1436","Jefferson Davis County","MS",25.2,35567
"1437","Jones County","MS",18.8,49115
"1438","Kemper County","MS",25.2,37305
