"","county","state","metro","vaccinated"
"1929","Craven County","NC","Metro",62.2
"1930","Henderson County","NC","Metro",58.6
"1931","Grant County","ND","Non-metro",23.1
"1932","Knox County","NE","Non-metro",49.6
"1933","Phelps County","NE","Non-metro",40.1
"1934","Grafton County","NH","Non-metro",74.7
"1935","Adams County","OH","Non-metro",34.9
"1936","Hancock County","OH","Non-metro",50.7
"1937","Jefferson County","OH","Metro",50.2
"1938","Washington County","OK","Non-metro",43.7
"1939","Northampton County","PA","Metro",68.1
"1940","Ponce Municipio","PR","Metro",87.7
"1941","Utuado Municipio","PR","Metro",75.4
"1942","Providence County","RI","Metro",70.5
"1943","Potter County","SD","Non-metro",60.9
"1944","Bosque County","TX","Non-metro",47.3
"1945","Brazos County","TX","Metro",51.6
"1946","Burnet County","TX","Non-metro",54.1
"1947","Frio County","TX","Non-metro",67.9
"1948","Montgomery County","TX","Metro",54.6
"1949","Parmer County","TX","Non-metro",41
"1950","San Augustine County","TX","Non-metro",40.6
"1951","Hampton city","VA","Metro",61.6
"1952","Virginia Beach city","VA","Metro",62.7
"1953","Lewis County","WA","Non-metro",51.3
"1954","Van Buren County","AR","Non-metro",41.8
"1955","White County","AR","Non-metro",44.3
"1956","Unknown County","AS","",NA
"1957","Mohave County","AZ","Metro",41.6
"1958","Trinity County","CA","Non-metro",NA
"1959","El Paso County","CO","Metro",64.3
"1960","Jackson County","CO","Non-metro",45.8
"1961","Phillips County","CO","Non-metro",52.2
"1962","New Haven County","CT","Metro",77.6
"1963","Macon County","GA","Non-metro",43.2
"1964","Morgan County","GA","Metro",45.4
"1965","Johnson County","IA","Metro",72.5
"1966","Hardin County","IL","Non-metro",41.7
"1967","Iroquois County","IL","Non-metro",51.3
"1968","St. Joseph County","IN","Metro",58.4
"1969","Cherokee County","KS","Non-metro",45.7
"1970","Cloud County","KS","Non-metro",47.8
"1971","Neosho County","KS","Non-metro",27.7
"1972","Crittenden County","KY","Non-metro",40.9
"1973","Jackson County","KY","Non-metro",36.6
"1974","Jessamine County","KY","Metro",53.8
"1975","De Soto Parish","LA","Metro",42.8
"1976","Monroe County","MI","Metro",56.9
"1977","Oceana County","MI","Non-metro",54.2
"1978","Unknown County","MI","",NA
"1979","Aitkin County","MN","Non-metro",58.8
"1980","Unknown County","MN","",NA
"1981","Clinton County","MO","Metro",47.3
"1982","Adams County","MS","Non-metro",54.9
"1983","Wayne County","MS","Non-metro",39.1
"1984","Yalobusha County","MS","Non-metro",65.3
"1985","Treasure County","MT","Non-metro",48.3
"1986","Avery County","NC","Non-metro",54.3
"1987","Lee County","NC","Non-metro",56.9
"1988","Pamlico County","NC","Metro",56.8
"1989","Eddy County","ND","Non-metro",51.3
"1990","Hayes County","NE","Non-metro",25.8
"1991","Nuckolls County","NE","Non-metro",49.8
"1992","Luna County","NM","Non-metro",74.8
"1993","Guernsey County","OH","Non-metro",44.4
"1994","Jefferson County","OK","Non-metro",42
"1995","Pawnee County","OK","Metro",49.3
"1996","Greene County","PA","Non-metro",50.4
"1997","Beadle County","SD","Non-metro",49.1
"1998","Codington County","SD","Non-metro",54.8
"1999","Andrews County","TX","Non-metro",44.2
"2000","Cochran County","TX","Non-metro",52.5
"2001","Harris County","TX","Metro",63.5
"2002","Knox County","TX","Non-metro",39.5
"2003","Nacogdoches County","TX","Non-metro",47.6
"2004","Reagan County","TX","Non-metro",39
"2005","Portsmouth city","VA","Metro",50.1
"2006","Bennington County","VT","Non-metro",43
"2007","Iowa County","WI","Metro",68.9
"2008","Jefferson County","WI","Non-metro",57.5
"2009","Calhoun County","AL","Metro",46.9
"2010","Mobile County","AL","Metro",49.9
"2011","Morgan County","AL","Metro",43.6
"2012","Winston County","AL","Non-metro",22
"2013","Gilpin County","CO","Metro",58.1
"2014","Montrose County","CO","Non-metro",48.8
"2015","Middlesex County","CT","Metro",83.3
"2016","Unknown County","DE","",NA
"2017","Calhoun County","FL","Non-metro",34.8
"2018","Burke County","GA","Metro",57
"2019","Dooly County","GA","Non-metro",37.3
"2020","Worth County","GA","Metro",41.6
"2021","Kendall County","IL","Metro",68.8
"2022","Clark County","IN","Metro",60.2
"2023","Morton County","KS","Non-metro",41.7
"2024","Pottawatomie County","KS","Metro",41.2
"2025","Wyandotte County","KS","Metro",57.5
"2026","Perry County","KY","Non-metro",62.2
"2027","Union County","KY","Non-metro",42.1
"2028","Essex County","MA","Metro",73.9
"2029","Frederick County","MD","Metro",78.5
"2030","Allegan County","MI","Non-metro",52.2
"2031","Kalamazoo County","MI","Metro",61.4
"2032","Dodge County","MN","Metro",60.5
"2033","Red Lake County","MN","Non-metro",56.4
"2034","Boone County","MO","Metro",61.7
"2035","Howard County","MO","Non-metro",43.3
"2036","Pike County","MO","Non-metro",37.4
"2037","Ray County","MO","Metro",39.8
"2038","Madison County","MT","Non-metro",44.5
"2039","Toole County","MT","Non-metro",46.3
"2040","Mecklenburg County","NC","Metro",63.2
"2041","Burleigh County","ND","Metro",50.3
"2042","Adams County","NE","Non-metro",42.2
"2043","Hunterdon County","NJ","Metro",70.8
"2044","Lincoln County","NM","Non-metro",58.6
"2045","Pershing County","NV","Non-metro",36.2
"2046","New York County","NY","Metro",85.3
"2047","Otsego County","NY","Non-metro",61.7
"2048","Muskingum County","OH","Non-metro",48.5
"2049","Custer County","OK","Non-metro",48.6
"2050","Wasco County","OR","Non-metro",65.7
"2051","Culebra Municipio","PR","Non-metro",95
"2052","Rincon Municipio","PR","Metro",76.9
"2053","Gregory County","SD","Non-metro",50.2
"2054","Camp County","TX","Non-metro",40.6
"2055","Coke County","TX","Non-metro",46.8
"2056","Charles City County","VA","Metro",81.7
"2057","Henry County","VA","Non-metro",39.2
"2058","Pierce County","WI","Metro",44.1
"2059","Waushara County","WI","Non-metro",44.9
"2060","Southeast Fairbanks Census Area","AK","Non-metro",40.7
"2061","Marion County","AL","Non-metro",36.5
"2062","Hot Spring County","AR","Non-metro",42.5
"2063","Gila County","AZ","Non-metro",59.3
"2064","Brooks County","GA","Metro",48.1
"2065","Bulloch County","GA","Non-metro",34.3
"2066","Crawford County","GA","Metro",40.8
"2067","Forsyth County","GA","Metro",52.9
"2068","Jeff Davis County","GA","Non-metro",31
"2069","Treutlen County","GA","Non-metro",35.1
"2070","Mills County","IA","Metro",56.4
"2071","Oneida County","ID","Non-metro",46
"2072","Madison County","IL","Metro",62.2
"2073","Reno County","KS","Non-metro",49.5
"2074","Laurel County","KY","Non-metro",40.5
"2075","Mason County","KY","Non-metro",50.9
"2076","Monroe County","KY","Non-metro",46.2
"2077","Wicomico County","MD","Metro",55.8
"2078","Unknown County","ME","",NA
"2079","Clare County","MI","Non-metro",46.3
"2080","Roscommon County","MI","Non-metro",56.2
"2081","Douglas County","MN","Non-metro",57.4
"2082","Scott County","MN","Metro",69.6
"2083","Pulaski County","MO","Non-metro",51
"2084","Pearl River County","MS","Non-metro",47.9
"2085","Rankin County","MS","Metro",51.3
"2086","Unknown County","MS","",NA
"2087","Columbus County","NC","Non-metro",44.8
"2088","Hertford County","NC","Non-metro",48.3
"2089","Grand Forks County","ND","Metro",58.4
"2090","Mercer County","ND","Non-metro",38.5
"2091","Cayuga County","NY","Non-metro",59.2
"2092","Hocking County","OH","Metro",48.1
"2093","Vinton County","OH","Non-metro",39.8
"2094","Pushmataha County","OK","Non-metro",36.1
"2095","Tulsa County","OK","Metro",61.7
"2096","Jackson County","OR","Metro",58.1
"2097","Washington County","OR","Metro",76.2
"2098","Yabucoa Municipio","PR","Metro",75.8
"2099","Grant County","SD","Non-metro",48.9
"2100","Roberts County","SD","Non-metro",74.3
"2101","Hansford County","TX","Non-metro",42.3
"2102","Presidio County","TX","Non-metro",95
"2103","Franklin city","VA","Non-metro",38.5
"2104","Harrisonburg city","VA","Metro",37.9
"2105","Clallam County","WA","Non-metro",68.3
"2106","Gilmer County","WV","Non-metro",60.5
"2107","Jefferson County","WV","Metro",63.3
"2108","Mississippi County","AR","Non-metro",41.1
"2109","San Mateo County","CA","Metro",83.7
"2110","Broomfield County","CO","Metro",80.6
"2111","Denver County","CO","Metro",75.8
"2112","Sussex County","DE","Metro",67.9
"2113","Putnam County","FL","Non-metro",42
"2114","Chattahoochee County","GA","Metro",95
"2115","Meriwether County","GA","Metro",41.5
"2116","Unknown County","HI","",NA
"2117","Jefferson County","IA","Non-metro",48.1
"2118","Jasper County","IL","Non-metro",42.2
"2119","LaSalle County","IL","Non-metro",58.2
"2120","Union County","IL","Non-metro",56.9
"2121","Clay County","KS","Non-metro",60.4
"2122","Doniphan County","KS","Metro",48.3
"2123","Bracken County","KY","Metro",47.3
"2124","Clay County","KY","Non-metro",44.4
"2125","Ohio County","KY","Non-metro",39.7
"2126","Barry County","MI","Metro",49
"2127","Emmet County","MI","Non-metro",72.4
"2128","Kent County","MI","Metro",61.3
"2129","Webster County","MO","Metro",42.4
"2130","Rutherford County","NC","Non-metro",41.9
"2131","Williams County","ND","Non-metro",30
"2132","Dawes County","NE","Non-metro",38.6
"2133","Delaware County","OH","Metro",75.1
"2134","Fayette County","OH","Non-metro",43.5
"2135","Washington County","OH","Non-metro",55.4
"2136","Jefferson County","OR","Non-metro",63.3
"2137","Unknown County","OR","",NA
"2138","Delaware County","PA","Metro",74.5
"2139","Dorchester County","SC","Metro",53.3
"2140","Kershaw County","SC","Metro",58.6
"2141","Buffalo County","SD","Non-metro",61.3
"2142","Cumberland County","TN","Non-metro",46.8
"2143","Lake County","TN","Non-metro",35.2
"2144","Lawrence County","TN","Non-metro",36.7
"2145","Calhoun County","TX","Non-metro",57.4
"2146","Jim Hogg County","TX","Non-metro",55.5
"2147","Kane County","UT","Non-metro",50.1
"2148","Dickenson County","VA","Non-metro",46.8
"2149","Prince William County","VA","Metro",72.7
"2150","La Crosse County","WI","Metro",69
"2151","Lafayette County","WI","Non-metro",60.3
"2152","Unknown County","WV","",NA
"2153","Anchorage Municipality","AK","Metro",67.3
"2154","Wrangell City and Borough","AK","Non-metro",57.9
"2155","Yukon-Koyukuk Census Area","AK","Non-metro",77.2
"2156","Randolph County","AL","Non-metro",32.8
"2157","Talladega County","AL","Non-metro",36.5
"2158","Prairie County","AR","Non-metro",43.2
"2159","Pitkin County","CO","Non-metro",82.8
"2160","Monroe County","FL","Non-metro",78.3
"2161","Okaloosa County","FL","Metro",64
"2162","Union County","FL","Non-metro",35.9
"2163","Dallas County","IA","Metro",66.8
"2164","Kossuth County","IA","Non-metro",52
"2165","Winnebago County","IA","Non-metro",52.2
"2166","Bear Lake County","ID","Non-metro",46.2
"2167","Perry County","IL","Non-metro",50.7
"2168","Johnson County","IN","Metro",58.4
"2169","Bourbon County","KY","Metro",58.1
"2170","Letcher County","KY","Non-metro",53.1
"2171","Meade County","KY","Metro",39.2
"2172","Rapides Parish","LA","Metro",49.8
"2173","St. Mary Parish","LA","Non-metro",45
"2174","Itasca County","MN","Non-metro",56.5
"2175","Polk County","MN","Metro",58
"2176","Perry County","MO","Non-metro",39.6
"2177","Pettis County","MO","Non-metro",42.7
"2178","Schuyler County","MO","Non-metro",26.6
"2179","Scotland County","MO","Non-metro",26.4
"2180","Liberty County","MT","Non-metro",34.1
"2181","Ashe County","NC","Non-metro",54.2
"2182","Chowan County","NC","Non-metro",56.7
"2183","Dare County","NC","Non-metro",75.7
"2184","Dawson County","NE","Non-metro",48.9
"2185","Loup County","NE","Non-metro",29.8
"2186","Richardson County","NE","Non-metro",52.2
"2187","Saratoga County","NY","Metro",79.3
"2188","Trumbull County","OH","Metro",54.8
"2189","Atoka County","OK","Non-metro",36
"2190","Craig County","OK","Non-metro",53.3
"2191","Lincoln County","OK","Metro",40.2
"2192","Ottawa County","OK","Non-metro",39
"2193","Columbia County","OR","Metro",60.8
"2194","Malheur County","OR","Non-metro",48.1
"2195","Bucks County","PA","Metro",72.4
"2196","Pike County","PA","Metro",58
"2197","Aguas Buenas Municipio","PR","Metro",78.7
"2198","Clark County","SD","Non-metro",50.4
"2199","Hamlin County","SD","Non-metro",46.7
"2200","Unknown County","SD","",NA
"2201","DeKalb County","TN","Non-metro",41.3
"2202","Kenedy County","TX","Non-metro",53.7
"2203","Lampasas County","TX","Metro",49.3
"2204","Van Zandt County","TX","Non-metro",38.1
"2205","Arlington County","VA","Metro",71.5
"2206","Powhatan County","VA","Metro",38.7
"2207","Shenandoah County","VA","Non-metro",49.3
"2208","Adams County","WI","Non-metro",56.7
"2209","Oneida County","WI","Non-metro",65.3
"2210","Greenbrier County","WV","Non-metro",54.9
"2211","Kanawha County","WV","Metro",65.4
"2212","Putnam County","WV","Metro",58.2
"2213","Kiowa County","CO","Non-metro",37.5
"2214","Tolland County","CT","Metro",66.9
"2215","Alachua County","FL","Metro",66.2
"2216","Brevard County","FL","Metro",64.6
"2217","Jackson County","FL","Non-metro",43.3
"2218","Suwannee County","FL","Non-metro",38.2
"2219","Warren County","GA","Non-metro",47.9
"2220","White County","GA","Non-metro",35.6
"2221","Cerro Gordo County","IA","Non-metro",63.1
"2222","Hamilton County","IA","Non-metro",63.6
"2223","Wapello County","IA","Non-metro",50
"2224","Adams County","IN","Non-metro",33
"2225","Daviess County","IN","Non-metro",33.1
"2226","Brown County","KS","Non-metro",61
"2227","Fulton County","KY","Non-metro",58.8
"2228","Hart County","KY","Non-metro",35.7
"2229","Knott County","KY","Non-metro",47.9
"2230","Ouachita Parish","LA","Metro",45.3
"2231","Washington Parish","LA","Non-metro",42
"2232","Genesee County","MI","Metro",50.6
"2233","Cooper County","MO","Non-metro",44.4
"2234","Madison County","MS","Metro",63.6
"2235","Buncombe County","NC","Metro",67.2
"2236","Lincoln County","NC","Metro",48.7
"2237","Foster County","ND","Non-metro",54.2
"2238","Rock County","NE","Non-metro",37.7
"2239","Saunders County","NE","Metro",52.5
"2240","Humboldt County","NV","Non-metro",42.2
"2241","Putnam County","NY","Metro",73.5
"2242","Carroll County","OH","Metro",43.9
"2243","Lucas County","OH","Metro",58
"2244","Monroe County","PA","Metro",59.7
"2245","Humacao Municipio","PR","Metro",79.5
"2246","Hyde County","SD","Non-metro",54
"2247","Stanley County","SD","Non-metro",59.3
"2248","Baylor County","TX","Non-metro",41.3
"2249","Ector County","TX","Metro",42.9
"2250","San Patricio County","TX","Metro",55.7
"2251","Wood County","TX","Non-metro",43
"2252","King William County","VA","Metro",51.9
"2253","Scott County","VA","Metro",56.4
"2254","Kenosha County","WI","Metro",60.3
"2255","Sweetwater County","WY","Non-metro",49.9
"2256","Unknown County","WY","",NA
"2257","Kodiak Island Borough","AK","Non-metro",65.1
"2258","Chambers County","AL","Non-metro",31.4
"2259","Lassen County","CA","Non-metro",37.7
"2260","Osceola County","FL","Metro",72.8
"2261","Palm Beach County","FL","Metro",66.1
"2262","Barrow County","GA","Metro",39.9
"2263","Carroll County","IA","Non-metro",61.8
"2264","Bond County","IL","Metro",55.1
"2265","Will County","IL","Metro",67.9
"2266","Delaware County","IN","Metro",48.4
"2267","LaGrange County","IN","Non-metro",22.5
"2268","Perry County","IN","Non-metro",56.6
"2269","Sullivan County","IN","Metro",49.4
"2270","Butler County","KY","Metro",45.4
"2271","Jefferson Davis Parish","LA","Non-metro",36.9
"2272","Lafayette Parish","LA","Metro",50.2
"2273","Morehouse Parish","LA","Non-metro",46
"2274","Dorchester County","MD","Non-metro",59.3
"2275","Charlevoix County","MI","Non-metro",64.1
"2276","Cheboygan County","MI","Non-metro",56.1
"2277","Hennepin County","MN","Metro",74.1
"2278","Meeker County","MN","Non-metro",48.1
"2279","Dunklin County","MO","Non-metro",37.3
"2280","Coahoma County","MS","Non-metro",51.7
"2281","Tallahatchie County","MS","Non-metro",41.5
"2282","Blaine County","NE","Non-metro",26.2
"2283","Cuming County","NE","Non-metro",53.1
"2284","Deuel County","NE","Non-metro",34.7
"2285","Otoe County","NE","Non-metro",56.2
"2286","Sherman County","NE","Non-metro",39.4
"2287","Thayer County","NE","Non-metro",47.9
"2288","Meigs County","OH","Non-metro",46.8
"2289","Grady County","OK","Metro",37.9
"2290","Grant County","OK","Non-metro",42.6
"2291","Kiowa County","OK","Non-metro",51.2
"2292","Marion County","OR","Metro",63
"2293","Beaver County","PA","Metro",51.4
"2294","Hormigueros Municipio","PR","Metro",80.6
"2295","Orocovis Municipio","PR","Metro",85.3
"2296","Sanborn County","SD","Non-metro",55.4
"2297","Marshall County","TN","Non-metro",42.6
"2298","Goliad County","TX","Metro",42.7
"2299","Grayson County","TX","Metro",45
"2300","Hamilton County","TX","Non-metro",54.4
"2301","Haskell County","TX","Non-metro",38.8
"2302","Tyler County","TX","Non-metro",36.5
"2303","Wharton County","TX","Non-metro",50.6
"2304","Wayne County","UT","Non-metro",54.2
"2305","Botetourt County","VA","Metro",49.5
"2306","Henrico County","VA","Metro",54.9
"2307","Tazewell County","VA","Non-metro",43.6
"2308","Cowlitz County","WA","Metro",58.9
"2309","King County","WA","Metro",80.9
"2310","Florence County","WI","Non-metro",54.6
"2311","Grant County","AR","Metro",45.8
"2312","Pike County","AR","Non-metro",41.9
"2313","Berrien County","GA","Non-metro",33.8
"2314","Hart County","GA","Non-metro",38.2
"2315","Lowndes County","GA","Metro",39.9
"2316","Wilcox County","GA","Non-metro",36.5
"2317","Unknown County","GA","",NA
"2318","Adams County","IA","Non-metro",56.2
"2319","Fremont County","IA","Non-metro",52.7
"2320","Gooding County","ID","Non-metro",44.2
"2321","Menard County","IL","Metro",57.4
"2322","Pike County","IL","Non-metro",41.3
"2323","Crawford County","IN","Non-metro",37.2
"2324","Logan County","KS","Non-metro",46.8
"2325","McCracken County","KY","Non-metro",55.7
"2326","Spencer County","KY","Metro",30.1
"2327","Houghton County","MI","Non-metro",52.2
"2328","Ontonagon County","MI","Non-metro",69
"2329","Benton County","MS","Metro",51.6
"2330","Franklin County","MS","Non-metro",48.1
"2331","Tishomingo County","MS","Non-metro",38.5
"2332","Duplin County","NC","Non-metro",44.9
"2333","Hettinger County","ND","Non-metro",39
"2334","Sargent County","ND","Non-metro",58.2
"2335","Stutsman County","ND","Non-metro",52.8
"2336","Garfield County","NE","Non-metro",30.1
"2337","Chemung County","NY","Metro",60.2
"2338","Tioga County","NY","Metro",60.4
"2339","Ellis County","OK","Non-metro",35
"2340","Multnomah County","OR","Metro",79.1
"2341","Lehigh County","PA","Metro",72.7
"2342","Wayne County","PA","Non-metro",61
"2343","Hatillo Municipio","PR","Metro",69.3
"2344","Lajas Municipio","PR","Metro",78.6
"2345","Burleson County","TX","Metro",49.2
"2346","Collin County","TX","Metro",67.2
"2347","Victoria County","TX","Metro",48.6
"2348","Cumberland County","VA","Non-metro",36.3
"2349","Loudoun County","VA","Metro",72.8
"2350","Asotin County","WA","Metro",41.4
"2351","Milwaukee County","WI","Metro",64.4
"2352","Vernon County","WI","Non-metro",55.2
"2353","Sonoma County","CA","Metro",77.9
"2354","Kit Carson County","CO","Non-metro",38.8
"2355","Baker County","GA","Metro",51.7
"2356","Gwinnett County","GA","Metro",55.1
"2357","Schley County","GA","Non-metro",34.8
"2358","Tift County","GA","Non-metro",40.3
"2359","Fayette County","IA","Non-metro",54.4
"2360","Pottawattamie County","IA","Metro",57.4
"2361","Poweshiek County","IA","Non-metro",58.4
"2362","Blaine County","ID","Non-metro",82.1
"2363","Jerome County","ID","Non-metro",46.1
"2364","Latah County","ID","Non-metro",58.7
"2365","Labette County","KS","Non-metro",49.4
"2366","Marshall County","KS","Non-metro",64.4
"2367","Scott County","KS","Non-metro",48
"2368","Bullitt County","KY","Metro",45.4
"2369","Fleming County","KY","Non-metro",51.7
"2370","Green County","KY","Non-metro",43.7
"2371","Powell County","KY","Non-metro",52.8
"2372","Washington County","MD","Metro",59.7
"2373","Somerset County","ME","Non-metro",61.7
"2374","Waldo County","ME","Non-metro",71.4
"2375","Arenac County","MI","Non-metro",51.2
"2376","Presque Isle County","MI","Non-metro",59.8
"2377","Grant County","MN","Non-metro",55.1
"2378","Wayne County","MO","Non-metro",36.3
"2379","Greene County","MS","Non-metro",37.3
"2380","Lewis and Clark County","MT","Non-metro",59.3
"2381","Cavalier County","ND","Non-metro",59.9
"2382","Slope County","ND","Non-metro",11.1
"2383","Jefferson County","NE","Non-metro",55.4
"2384","Lincoln County","NV","Non-metro",38.5
"2385","Schuyler County","NY","Non-metro",62.2
"2386","Auglaize County","OH","Non-metro",39.5
"2387","Clark County","OH","Metro",52.9
"2388","Pickaway County","OH","Metro",50.6
"2389","Wayne County","OH","Non-metro",45.6
"2390","Muskogee County","OK","Non-metro",51.7
"2391","Curry County","OR","Non-metro",55.5
"2392","Bradford County","PA","Non-metro",43
"2393","Charleston County","SC","Metro",65.4
"2394","Laurens County","SC","Metro",38.5
"2395","Lyman County","SD","Non-metro",65.4
"2396","Irion County","TX","Metro",95
"2397","Medina County","TX","Metro",55.6
"2398","Garfield County","UT","Non-metro",57.2
"2399","Washington County","UT","Metro",52.1
"2400","Clarke County","VA","Metro",64.1
"2401","Lexington city","VA","Non-metro",39.4
"2402","Skamania County","WA","Metro",38.6
"2403","Brown County","WI","Metro",65.1
"2404","Green Lake County","WI","Non-metro",55.9
"2405","Langlade County","WI","Non-metro",53.9
"2406","Mingo County","WV","Non-metro",40.4
"2407","Preston County","WV","Metro",55.9
"2408","Howard County","IN","Metro",47.3
"2409","Barber County","KS","Non-metro",46.9
"2410","Norton County","KS","Non-metro",52.8
"2411","Hickman County","KY","Non-metro",37.4
"2412","Montgomery County","KY","Non-metro",46.6
"2413","Oldham County","KY","Metro",57.3
"2414","Avoyelles Parish","LA","Non-metro",46.6
"2415","Isanti County","MN","Metro",43.1
"2416","Barry County","MO","Non-metro",44.4
"2417","Cedar County","MO","Non-metro",32
"2418","Issaquena County","MS","Non-metro",40.2
"2419","Lamar County","MS","Metro",59.5
"2420","Lincoln County","MS","Non-metro",38.8
"2421","Smith County","MS","Non-metro",34.2
"2422","Valley County","MT","Non-metro",46.2
"2423","Surry County","NC","Non-metro",51.8
"2424","Richland County","ND","Non-metro",50.9
"2425","Scotts Bluff County","NE","Non-metro",41.6
"2426","Cheshire County","NH","Non-metro",61.1
"2427","Passaic County","NJ","Metro",70.1
"2428","Cibola County","NM","Non-metro",70.4
"2429","Sandoval County","NM","Metro",71.7
"2430","Sierra County","NM","Non-metro",66.4
"2431","Ashtabula County","OH","Non-metro",52.7
"2432","Fulton County","OH","Metro",52.4
"2433","Cimarron County","OK","Non-metro",32.9
"2434","Johnston County","OK","Non-metro",42.4
"2435","Catano Municipio","PR","Metro",74.3
"2436","Cidra Municipio","PR","Metro",79.1
"2437","Corozal Municipio","PR","Metro",82.1
"2438","Bristol County","RI","Metro",78.7
"2439","Newport County","RI","Metro",75
"2440","Edgefield County","SC","Metro",59.7
"2441","Lewis County","TN","Non-metro",35.6
"2442","Bailey County","TX","Non-metro",38.9
"2443","Brooks County","TX","Non-metro",69.8
"2444","Grimes County","TX","Non-metro",53.2
"2445","Liberty County","TX","Metro",42.4
"2446","Appomattox County","VA","Metro",32.3
"2447","King and Queen County","VA","Non-metro",51.1
"2448","Nottoway County","VA","Non-metro",43
"2449","St. John Island","VI","",NA
"2450","St. Thomas Island","VI","",NA
"2451","Unknown County","WA","",NA
"2452","Buffalo County","WI","Non-metro",50.2
"2453","Weston County","WY","Non-metro",37.8
"2454","Bristol Bay Borough","AK","Non-metro",95
"2455","Dillingham Census Area","AK","Non-metro",52.4
"2456","Unknown County","AR","",NA
"2457","Dolores County","CO","Non-metro",42
"2458","Las Animas County","CO","Non-metro",61.5
"2459","Marion County","FL","Metro",56.8
"2460","Bibb County","GA","Metro",45.8
"2461","Dougherty County","GA","Metro",49.1
"2462","Stewart County","GA","Non-metro",32.5
"2463","Calhoun County","IA","Non-metro",59.5
"2464","Floyd County","IA","Non-metro",53
"2465","Henderson County","IL","Non-metro",49.1
"2466","Marion County","IL","Non-metro",45.8
"2467","Clinton County","IN","Non-metro",48.2
"2468","Dearborn County","IN","Metro",61.7
"2469","Aleutians West Census Area","AK","Non-metro",62.7
"2470","Unknown County","AK","",NA
"2471","Blount County","AL","Metro",31.7
"2472","Lee County","AL","Metro",40.1
"2473","Benton County","AR","Metro",53.3
"2474","Elbert County","CO","Metro",37.6
"2475","Pike County","GA","Metro",32.5
"2476","Iowa County","IA","Non-metro",62.8
"2477","Jackson County","IA","Non-metro",53
"2478","Woodbury County","IA","Metro",56.4
"2479","St. Clair County","IL","Metro",63.3
"2480","DeKalb County","IN","Non-metro",42.4
"2481","Washington County","IN","Metro",40
"2482","Stevens County","KS","Non-metro",38.9
"2483","Woodson County","KS","Non-metro",42.1
"2484","Caldwell County","KY","Non-metro",52.3
"2485","Rowan County","KY","Non-metro",52.2
"2486","Unknown County","KY","",NA
"2487","Cumberland County","ME","Metro",87.6
"2488","Mackinac County","MI","Non-metro",74.8
"2489","Caldwell County","MO","Metro",39.2
"2490","Knox County","MO","Non-metro",39.8
"2491","Jones County","MS","Non-metro",43.5
"2492","Morton County","ND","Metro",44.9
"2493","Johnson County","NE","Non-metro",54.7
"2494","Schenectady County","NY","Metro",72.9
"2495","Allen County","OH","Metro",43.6
"2496","Athens County","OH","Non-metro",51.4
"2497","Brown County","OH","Metro",41
"2498","Beaver County","OK","Non-metro",31.2
"2499","Woods County","OK","Non-metro",41.5
"2500","Umatilla County","OR","Non-metro",55.7
"2501","Franklin County","PA","Metro",49.4
"2502","Lebanon County","PA","Metro",56
"2503","McCormick County","SC","Non-metro",58.4
"2504","Cannon County","TN","Metro",32.2
"2505","Crockett County","TN","Metro",48.6
"2506","Maury County","TN","Metro",64.3
"2507","Brewster County","TX","Non-metro",59.1
"2508","Fayette County","TX","Non-metro",50.2
"2509","Guadalupe County","TX","Metro",55.2
"2510","Halifax County","VA","Non-metro",43.4
"2511","Chesapeake city","VA","Metro",52.9
"2512","Franklin County","WA","Metro",52.9
"2513","Richland County","WI","Non-metro",58.8
"2514","Braxton County","WV","Non-metro",44.9
"2515","Wyoming County","WV","Non-metro",52.4
"2516","Unknown County","","",NA
"2517","North Slope Borough","AK","Non-metro",38.9
"2518","Scott County","AR","Non-metro",48
"2519","Santa Barbara County","CA","Metro",70.9
"2520","Clear Creek County","CO","Metro",49.2
"2521","Weld County","CO","Metro",61.1
"2522","Yuma County","CO","Non-metro",44
"2523","Escambia County","FL","Metro",55.8
"2524","Crisp County","GA","Non-metro",43.7
"2525","Jones County","GA","Metro",43.8
"2526","Terrell County","GA","Metro",58.1
"2527","Davis County","IA","Non-metro",36.7
"2528","Kootenai County","ID","Metro",46.3
"2529","Monroe County","IL","Metro",62.5
"2530","Randolph County","IL","Non-metro",52.5
"2531","Cass County","IN","Non-metro",45.6
"2532","Cowley County","KS","Non-metro",48.2
"2533","Ellis County","KS","Non-metro",49.7
"2534","Rooks County","KS","Non-metro",48.5
"2535","Thomas County","KS","Non-metro",41.5
"2536","St. Landry Parish","LA","Non-metro",41.7
"2537","Bristol County","MA","Metro",65.6
"2538","Lincoln County","MN","Non-metro",53.2
"2539","Otter Tail County","MN","Non-metro",50.8
"2540","Stone County","MS","Non-metro",45.9
"2541","Judith Basin County","MT","Non-metro",39.5
"2542","Beaufort County","NC","Non-metro",55.3
"2543","Swain County","NC","Non-metro",57.6
"2544","Pierce County","ND","Non-metro",45.1
"2545","Burt County","NE","Non-metro",58.6
"2546","Valley County","NE","Non-metro",33.1
"2547","Taos County","NM","Non-metro",82.4
"2548","Storey County","NV","Metro",22.4
"2549","Essex County","NY","Non-metro",71.6
"2550","Genesee County","NY","Non-metro",59.9
"2551","Seneca County","NY","Non-metro",53.6
"2552","Henry County","OH","Non-metro",54
"2553","Pike County","OH","Non-metro",44.1
"2554","Cleveland County","OK","Metro",55.9
"2555","Northumberland County","PA","Non-metro",57.8
"2556","Camuy Municipio","PR","Metro",79.2
